car_id,current_office_id,car_name,car_type,fuel_type,model,model_year
3733,10,Wrangler,suv,GASOLINE,Jeep,2018
3734,42,X4,suv,GASOLINE,BMW,2016
3735,46,A4,car,GASOLINE,Audi,2013
3736,37,Escalade ESV,suv,GASOLINE,Cadillac,2017
3737,49,Model 3,car,ELECTRIC,Tesla,2018
3738,3,356,car,GASOLINE,Porsche,1955
3739,44,Grand Cherokee,suv,GASOLINE,Jeep,2016
3740,11,Edge,suv,GASOLINE,Ford,2013
3741,77,Focus,car,GASOLINE,Ford,2012
3742,22,Wrangler Unlimited,suv,GASOLINE,Jeep,2020
3743,7,Forte,car,GASOLINE,Kia,2018
3744,91,Slingshot,car,GASOLINE,Polaris,2017
3745,3,Suburban,suv,GASOLINE,Chevrolet,2008
3746,13,X3,suv,GASOLINE,BMW,2015
3747,55,Durango,suv,GASOLINE,Dodge,2013
3748,89,Escape,suv,GASOLINE,Ford,2011
3749,44,Q50,car,HYBRID,Infiniti,2014
3750,82,Grand Caravan,minivan,GASOLINE,Dodge,2014
3751,26,Jetta,car,GASOLINE,Volkswagen,2019
3752,22,Model X,suv,ELECTRIC,Tesla,2019
3753,89,Model 3,car,ELECTRIC,Tesla,2018
3754,77,H3,suv,GASOLINE,HUMMER,2007
3755,22,Cooper Countryman,car,GASOLINE,MINI,2012
3756,94,XV Crosstrek,suv,GASOLINE,Subaru,2014
3757,53,Cayenne,suv,GASOLINE,Porsche,2013
3758,56,Cayenne,suv,GASOLINE,Porsche,2019
3759,23,Model 3,car,ELECTRIC,Tesla,2020
3760,48,Ghibli,car,GASOLINE,Maserati,2017
3761,51,Camaro,car,GASOLINE,Chevrolet,2019
3762,76,Wrangler,suv,GASOLINE,Jeep,2018
3763,57,Yukon XL,suv,GASOLINE,GMC,2017
3764,26,F-PACE,suv,GASOLINE,Jaguar,2019
3765,12,Stelvio,suv,GASOLINE,Alfa Romeo,2018
3766,81,Slingshot,car,GASOLINE,Polaris,2015
3767,92,Model 3,car,ELECTRIC,Tesla,2018
3768,15,6 Series,car,GASOLINE,BMW,2010
3769,35,Model 3,car,ELECTRIC,Tesla,2018
3770,56,1 Series,car,GASOLINE,BMW,2010
3771,9,Prius,car,HYBRID,Toyota,2012
3772,3,Wrangler,suv,GASOLINE,Jeep,2015
3773,46,Expedition,suv,GASOLINE,Ford,2018
3774,54,Eos,car,GASOLINE,Volkswagen,2012
3775,48,Town and Country,minivan,GASOLINE,Chrysler,2015
3776,40,Sentra,car,GASOLINE,Nissan,2018
3777,76,RAV4,suv,GASOLINE,Toyota,2018
3778,27,MKC,suv,GASOLINE,Lincoln,2019
3779,99,Prius,car,HYBRID,Toyota,2007
3780,100,Flex,car,GASOLINE,Ford,2014
3781,74,C-Class,car,GASOLINE,Mercedes-Benz,2015
3782,73,Macan,suv,GASOLINE,Porsche,2015
3783,57,MDX,suv,GASOLINE,Acura,2015
3784,85,Yaris,car,GASOLINE,Toyota,2017
3785,20,Wrangler Unlimited,suv,GASOLINE,Jeep,2019
3786,52,Town and Country,minivan,GASOLINE,Chrysler,2014
3787,97,Grand Caravan,minivan,GASOLINE,Dodge,2018
3788,37,Wrangler JK,suv,GASOLINE,Jeep,2018
3789,46,Cooper Clubman,car,GASOLINE,MINI,2012
3790,69,Model S,car,ELECTRIC,Tesla,2017
3791,53,Grand Caravan,minivan,GASOLINE,Dodge,2018
3792,78,Model 3,car,ELECTRIC,Tesla,2019
3793,100,Model 3,car,ELECTRIC,Tesla,2019
3794,99,RC 200t,car,GASOLINE,Lexus,2016
3795,55,Prius,car,HYBRID,Toyota,2009
3796,33,Camaro,car,GASOLINE,Chevrolet,2012
3797,34,Camry,car,GASOLINE,Toyota,2015
3798,97,SQ5,suv,GASOLINE,Audi,2019
3799,77,Forte,car,GASOLINE,Kia,2016
3800,98,Yukon,suv,GASOLINE,GMC,2017
3801,57,Slingshot,car,GASOLINE,Polaris,2019
3802,19,tC,car,GASOLINE,Scion,2014
3803,18,E-Class,car,GASOLINE,Mercedes-Benz,2017
3804,87,Elantra,car,GASOLINE,Hyundai,2020
3805,40,Elantra,car,GASOLINE,Hyundai,2020
3806,100,Equinox,suv,GASOLINE,Chevrolet,2017
3807,62,Elantra,car,GASOLINE,Hyundai,2020
3808,51,1500,truck,GASOLINE,Ram,2017
3809,96,Camaro,car,GASOLINE,Chevrolet,2018
3810,42,Quattroporte,car,GASOLINE,Maserati,2018
3811,64,Mustang,car,GASOLINE,Ford,2018
3812,94,4 Series,car,GASOLINE,BMW,2015
3813,12,X5,suv,GASOLINE,BMW,2017
3814,47,Ghost,car,GASOLINE,Rolls Royce,2011
3815,42,IS 200t,car,GASOLINE,Lexus,2016
3816,40,V8 Vantage,car,GASOLINE,Aston Martin,2013
3817,1,Tundra,truck,GASOLINE,Toyota,2014
3818,61,4 Series,car,GASOLINE,BMW,2018
3819,98,500L,car,GASOLINE,FIAT,2017
3820,54,Pacifica,minivan,GASOLINE,Chrysler,2018
3821,81,Tiguan,suv,GASOLINE,Volkswagen,2017
3822,18,Boxster,car,GASOLINE,Porsche,2013
3823,86,Civic,car,GASOLINE,Honda,2012
3824,87,Ghibli,car,GASOLINE,Maserati,2017
3825,88,Mustang,car,GASOLINE,Ford,2018
3826,18,Model S,car,ELECTRIC,Tesla,2016
3827,45,Camaro,car,GASOLINE,Chevrolet,2018
3828,69,Model S,car,ELECTRIC,Tesla,2014
3829,79,i8,car,HYBRID,BMW,2016
3830,37,Mustang,car,GASOLINE,Ford,2018
3831,45,718 Boxster,car,GASOLINE,Porsche,2017
3832,58,Corvette Stingray,car,GASOLINE,Chevrolet,2014
3833,81,500,car,GASOLINE,FIAT,2012
3834,49,Model 3,car,ELECTRIC,Tesla,2018
3835,73,Quattroporte,car,GASOLINE,Maserati,2015
3836,100,Ghibli,car,GASOLINE,Maserati,2016
3837,37,Panamera,car,HYBRID,Porsche,2013
3838,84,GranTurismo,car,GASOLINE,Maserati,2014
3839,1,Town and Country,minivan,GASOLINE,Chrysler,2015
3840,72,A7,car,GASOLINE,Audi,2012
3841,98,3 Series,car,GASOLINE,BMW,2013
3842,47,Model X,suv,ELECTRIC,Tesla,2016
3843,41,X5,suv,DIESEL,BMW,2012
3844,98,Corolla,car,GASOLINE,Toyota,2015
3845,79,Gladiator,truck,GASOLINE,Jeep,2020
3846,6,500,car,GASOLINE,FIAT,2012
3847,24,Corolla,car,GASOLINE,Toyota,2014
3848,83,Model S,car,ELECTRIC,Tesla,2016
3849,73,Z4,car,GASOLINE,BMW,2019
3850,34,Volt,car,HYBRID,Chevrolet,2014
3851,52,Sonata,car,GASOLINE,Hyundai,2017
3852,7,Ghibli,car,GASOLINE,Maserati,2014
3853,88,Corolla,car,GASOLINE,Toyota,2016
3854,78,Altima,car,GASOLINE,Nissan,2009
3855,52,Q3,suv,GASOLINE,Audi,2018
3856,12,Model 3,car,ELECTRIC,Tesla,2019
3857,21,Model S,car,ELECTRIC,Tesla,2013
3858,1,I3,car,HYBRID,BMW,2019
3859,16,Z4,car,GASOLINE,BMW,2011
3860,58,C-Class,car,GASOLINE,Mercedes-Benz,2015
3861,97,CX-5,suv,GASOLINE,Mazda,2017
3862,38,4 Series,car,GASOLINE,BMW,2016
3863,2,Grand Caravan,minivan,GASOLINE,Dodge,2018
3864,76,Z4,car,GASOLINE,BMW,2020
3865,49,Rogue,suv,GASOLINE,Nissan,2017
3866,92,718 Boxster,car,GASOLINE,Porsche,2017
3867,76,Accord Sedan,car,HYBRID,Honda,2019
3868,100,Mustang,car,GASOLINE,Ford,2016
3869,37,Sienna,minivan,GASOLINE,Toyota,2013
3870,73,Camaro,car,GASOLINE,Chevrolet,2015
3871,16,RAV4,suv,GASOLINE,Toyota,2017
3872,29,Slingshot,car,GASOLINE,Polaris,2016
3873,23,Model 3,car,ELECTRIC,Tesla,2019
3874,55,Model S,car,ELECTRIC,Tesla,2015
3875,66,X1,suv,GASOLINE,BMW,2016
3876,36,Model S,car,ELECTRIC,Tesla,2015
3877,82,MDX,suv,GASOLINE,Acura,2018
3878,46,X5,suv,DIESEL,BMW,2015
3879,98,C-Class,car,GASOLINE,Mercedes-Benz,2018
3880,28,X3,suv,GASOLINE,BMW,2019
3881,92,Model 3,car,ELECTRIC,Tesla,2018
3882,4,Model X,suv,ELECTRIC,Tesla,2016
3883,77,Ghibli,car,GASOLINE,Maserati,2017
3884,98,Avalon,car,HYBRID,Toyota,2014
3885,71,Model 3,car,ELECTRIC,Tesla,2018
3886,27,Mirage,car,GASOLINE,Mitsubishi,2017
3887,87,Rogue,suv,GASOLINE,Nissan,2018
3888,29,M-Class,suv,GASOLINE,Mercedes-Benz,2008
3889,89,Model 3,car,ELECTRIC,Tesla,2020
3890,54,Yaris,car,GASOLINE,Toyota,2017
3891,92,5 Series,car,DIESEL,BMW,2015
3892,74,X5 eDrive,suv,HYBRID,BMW,2016
3893,70,Model 3,car,ELECTRIC,Tesla,2019
3894,58,Mustang,car,GASOLINE,Ford,2019
3895,41,Cooper,car,GASOLINE,MINI,2008
3896,51,S5,car,GASOLINE,Audi,2010
3897,65,Cayman,car,GASOLINE,Porsche,2008
3898,39,Ghibli,car,GASOLINE,Maserati,2015
3899,43,911,car,GASOLINE,Porsche,2008
3900,11,Camaro,car,GASOLINE,Chevrolet,2017
3901,50,Model 3,car,ELECTRIC,Tesla,2019
3902,86,Camaro,car,GASOLINE,Chevrolet,2018
3903,61,Boxster,car,GASOLINE,Porsche,2008
3904,42,4 Series,car,GASOLINE,BMW,2015
3905,89,Corvette,car,GASOLINE,Chevrolet,2017
3906,2,Model 3,car,ELECTRIC,Tesla,2019
3907,4,Corvette,car,GASOLINE,Chevrolet,2008
3908,60,Model S,car,ELECTRIC,Tesla,2017
3909,90,X6 M,suv,GASOLINE,BMW,2015
3910,4,Corolla,car,GASOLINE,Toyota,2020
3911,93,Soul,car,GASOLINE,Kia,2015
3912,49,6 Series,car,GASOLINE,BMW,2008
3913,100,X1,suv,GASOLINE,BMW,2019
3914,24,3-Series,car,GASOLINE,BMW,2019
3915,10,Model X,suv,ELECTRIC,Tesla,2018
3916,92,5 Series,car,GASOLINE,BMW,2016
3917,98,GLA-Class,suv,GASOLINE,Mercedes-Benz,2017
3918,61,XV Crosstrek,suv,GASOLINE,Subaru,2014
3919,50,Model S,car,ELECTRIC,Tesla,2015
3920,64,C-HR,suv,GASOLINE,Toyota,2020
3921,6,Camry Hybrid,car,HYBRID,Toyota,2007
3922,73,Model X,suv,ELECTRIC,Tesla,2017
3923,40,Corvette,car,GASOLINE,Chevrolet,2017
3924,9,Sienna,minivan,GASOLINE,Toyota,2014
3925,61,X1,suv,GASOLINE,BMW,2019
3926,27,Optima,car,GASOLINE,Kia,2014
3927,3,Passat,car,GASOLINE,Volkswagen,2017
3928,90,Corolla,car,GASOLINE,Toyota,2020
3929,43,Challenger,car,GASOLINE,Dodge,2015
3930,37,Corolla,car,GASOLINE,Toyota,2020
3931,3,Accord,car,GASOLINE,Honda,2017
3932,69,Suburban,suv,GASOLINE,Chevrolet,2019
3933,14,NX 300,suv,GASOLINE,Lexus,2018
3934,46,3 Series,car,GASOLINE,BMW,2014
3935,33,IS 200t,car,GASOLINE,Lexus,2017
3936,6,Gladiator,truck,GASOLINE,Jeep,2020
3937,29,X5,suv,DIESEL,BMW,2013
3938,98,1500,truck,DIESEL,Ram,2017
3939,99,6 Series,car,GASOLINE,BMW,2012
3940,28,Journey,suv,GASOLINE,Dodge,2015
3941,44,Prius,car,HYBRID,Toyota,2013
3942,83,Model 3,car,ELECTRIC,Tesla,2018
3943,53,Wrangler,suv,GASOLINE,Jeep,2009
3944,53,Levante,suv,GASOLINE,Maserati,2019
3945,48,Model 3,car,ELECTRIC,Tesla,2019
3946,63,Civic,car,GASOLINE,Honda,2016
3947,39,Wrangler Unlimited,suv,GASOLINE,Jeep,2019
3948,12,A5,car,GASOLINE,Audi,2010
3949,71,Model X,suv,ELECTRIC,Tesla,2018
3950,78,Model S,car,ELECTRIC,Tesla,2015
3951,35,Tacoma,truck,GASOLINE,Toyota,2010
3952,77,Ram 1500,truck,GASOLINE,Dodge,2019
3953,56,Camaro,car,GASOLINE,Chevrolet,2018
3954,80,Prius Prime,car,HYBRID,Toyota,2017
3955,72,Tundra,truck,GASOLINE,Toyota,2010
3956,10,ES 300h,car,HYBRID,Lexus,2015
3957,47,Hardtop 2 Door,car,GASOLINE,MINI,2017
3958,63,500,car,GASOLINE,FIAT,2014
3959,94,500,car,GASOLINE,FIAT,2014
3960,43,4 Series Gran Coupe,car,GASOLINE,BMW,2016
3961,18,Fusion,car,HYBRID,Ford,2012
3962,87,Corvette,car,GASOLINE,Chevrolet,2018
3963,75,Model X,suv,ELECTRIC,Tesla,2018
3964,86,2500,truck,DIESEL,Ram,2016
3965,90,124 Spider,car,GASOLINE,FIAT,2018
3966,55,S4,car,GASOLINE,Audi,2012
3967,77,Yukon XL,suv,GASOLINE,GMC,2018
3968,34,911,car,GASOLINE,Porsche,2005
3969,52,Encore,suv,GASOLINE,Buick,2020
3970,84,S-Class,car,GASOLINE,Mercedes-Benz,2015
3971,42,Grand Caravan,minivan,GASOLINE,Dodge,2017
3972,3,Mustang,car,GASOLINE,Ford,2018
3973,92,Ux,suv,HYBRID,Lexus,2020
3974,10,Z4,car,GASOLINE,BMW,2014
3975,52,Highlander,suv,GASOLINE,Toyota,2016
3976,62,X5,suv,GASOLINE,BMW,2018
3977,40,124 Spider,car,GASOLINE,FIAT,2018
3978,65,3 Series,car,GASOLINE,BMW,2011
3979,4,S6,car,GASOLINE,Audi,2013
3980,76,X5,suv,GASOLINE,BMW,2014
3981,16,GL-Class,suv,GASOLINE,Mercedes-Benz,2011
3982,82,Model 3,car,ELECTRIC,Tesla,2018
3983,17,Prius,car,HYBRID,Toyota,2012
3984,39,Wrangler,suv,GASOLINE,Jeep,2008
3985,70,Tundra,truck,GASOLINE,Toyota,2012
3986,49,Model 3,car,ELECTRIC,Tesla,2020
3987,37,Journey,suv,GASOLINE,Dodge,2018
3988,43,Sedona,minivan,GASOLINE,Kia,2018
3989,38,Sprinter,van,DIESEL,Mercedes-benz,2019
3990,45,Transit Connect,minivan,GASOLINE,Ford,2012
3991,30,Model 3,car,ELECTRIC,Tesla,2018
3992,79,Suburban,suv,GASOLINE,Chevrolet,2015
3993,17,MKZ,car,HYBRID,Lincoln,2017
3994,91,Clarity,car,HYBRID,Honda,2018
3995,36,MDX,suv,GASOLINE,Acura,2012
3996,88,Model 3,car,ELECTRIC,Tesla,2018
3997,11,Prius c,car,HYBRID,Toyota,2016
3998,4,Model S,car,ELECTRIC,Tesla,2015
3999,27,Telluride,suv,GASOLINE,Kia,2020
4000,30,Wrangler,suv,GASOLINE,Jeep,2018
4001,82,Corvette,car,GASOLINE,Chevrolet,2008
4002,57,Wrangler,suv,GASOLINE,Jeep,2017
4003,25,Grand Cherokee,suv,GASOLINE,Jeep,2014
4004,98,Model 3,car,ELECTRIC,Tesla,2018
4005,5,Model 3,car,ELECTRIC,Tesla,2018
4006,26,Camaro,car,GASOLINE,Chevrolet,2017
4007,73,Charger,car,GASOLINE,Dodge,2014
4008,28,Durango,suv,GASOLINE,Dodge,2018
4009,36,Camry,car,GASOLINE,Toyota,2012
4010,79,RC,car,GASOLINE,Lexus,2019
4011,53,Journey,suv,GASOLINE,Dodge,2018
4012,90,Escape,suv,GASOLINE,Ford,2018
4013,69,Fusion,car,GASOLINE,Ford,2014
4014,25,Model 3,car,ELECTRIC,Tesla,2019
4015,58,Model 3,car,ELECTRIC,Tesla,2018
4016,50,Camry,car,HYBRID,Toyota,2019
4017,62,Altima,car,GASOLINE,Nissan,2015
4018,53,Model 3,car,ELECTRIC,Tesla,2019
4019,68,Model 3,car,ELECTRIC,Tesla,2019
4020,1,Panamera,car,GASOLINE,Porsche,2013
4021,40,F-150,truck,GASOLINE,Ford,2018
4022,82,Model Y,suv,ELECTRIC,Tesla,2020
4023,7,A3,car,GASOLINE,Audi,2017
4024,83,F-TYPE,car,GASOLINE,Jaguar,2016
4025,78,Model 3,car,ELECTRIC,Tesla,2018
4026,33,911,car,GASOLINE,Porsche,2012
4027,96,Model X,suv,ELECTRIC,Tesla,2017
4028,26,E-Class,car,GASOLINE,Mercedes-Benz,2014
4029,60,Model 3,car,ELECTRIC,Tesla,2018
4030,15,Malibu,car,GASOLINE,Chevrolet,2014
4031,69,F-150,truck,GASOLINE,Ford,2010
4032,76,Fusion,car,GASOLINE,Ford,2016
4033,76,Sonata,car,GASOLINE,Hyundai,2016
4034,64,4 Series,car,GASOLINE,BMW,2014
4035,58,MKZ,car,GASOLINE,Lincoln,2016
4036,78,Sienna,minivan,GASOLINE,Toyota,2011
4037,79,Macan,suv,GASOLINE,Porsche,2017
4038,5,Passat,car,GASOLINE,Volkswagen,2013
4039,22,Giulia,car,GASOLINE,Alfa Romeo,2018
4040,46,X5,suv,GASOLINE,BMW,2012
4041,86,Camaro,car,GASOLINE,Chevrolet,2013
4042,24,Model 3,car,ELECTRIC,Tesla,2020
4043,67,Maxima,car,GASOLINE,Nissan,2014
4044,55,Escape,suv,GASOLINE,Ford,2008
4045,83,Accord,car,GASOLINE,Honda,2016
4046,1,Mustang,car,GASOLINE,Ford,2012
4047,64,A4,car,GASOLINE,Audi,2013
4048,28,A6,car,GASOLINE,Audi,2012
4049,27,Civic,car,GASOLINE,Honda,2012
4050,31,Prius,car,HYBRID,Toyota,2012
4051,70,C-Class,car,GASOLINE,Mercedes-Benz,2015
4052,93,Avalon,car,GASOLINE,Toyota,2008
4053,33,Avalon,car,GASOLINE,Toyota,2012
4054,13,Q5,suv,GASOLINE,Audi,2011
4055,99,Passat,car,GASOLINE,Volkswagen,2018
4056,82,Sonata,car,GASOLINE,Hyundai,2015
4057,12,Highlander,suv,GASOLINE,Toyota,2008
4058,71,Passat,car,GASOLINE,Volkswagen,2015
4059,85,4Runner,suv,GASOLINE,Toyota,2017
4060,32,Malibu,car,GASOLINE,Chevrolet,2015
4061,28,S60,car,GASOLINE,Volvo,2016
4062,3,Sonata,car,GASOLINE,Hyundai,2013
4063,46,Optima,car,GASOLINE,Kia,2015
4064,60,Town and Country,minivan,GASOLINE,Chrysler,2013
4065,25,Xterra,suv,GASOLINE,Nissan,2012
4066,16,XC60,suv,GASOLINE,Volvo,2013
4067,37,5 Series,car,GASOLINE,BMW,2011
4068,80,Liberty,suv,GASOLINE,Jeep,2012
4069,76,Passat,car,GASOLINE,Volkswagen,2013
4070,5,Edge,suv,GASOLINE,Ford,2014
4071,18,Malibu,car,GASOLINE,Chevrolet,2018
4072,85,Equinox,suv,GASOLINE,Chevrolet,2015
4073,42,Passat,car,GASOLINE,Volkswagen,2013
4074,23,Fusion,car,GASOLINE,Ford,2013
4075,14,Murano,suv,GASOLINE,Nissan,2012
4076,83,Sonata,car,GASOLINE,Hyundai,2012
4077,98,C-HR,suv,GASOLINE,Toyota,2020
4078,79,Cooper Countryman,car,GASOLINE,MINI,2012
4079,83,X3,suv,GASOLINE,BMW,2017
4080,66,Yaris,car,GASOLINE,Toyota,2009
4081,55,Soul,car,GASOLINE,Kia,2013
4082,11,Civic,car,GASOLINE,Honda,2010
4083,72,Corolla,car,GASOLINE,Toyota,2009
4084,61,Corolla,car,GASOLINE,Toyota,2016
4085,21,Impala,car,GASOLINE,Chevrolet,2017
4086,78,Yaris,car,GASOLINE,Toyota,2007
4087,28,Lancer,car,GASOLINE,Mitsubishi,2010
4088,35,GL-Class,suv,GASOLINE,Mercedes-Benz,2010
4089,99,Patriot,suv,GASOLINE,Jeep,2015
4090,87,Range Rover Sport,suv,GASOLINE,Land Rover,2016
4091,74,Corolla,car,GASOLINE,Toyota,2017
4092,54,Spark,car,GASOLINE,Chevrolet,2013
4093,80,Yaris,car,GASOLINE,Toyota,2010
4094,10,Sentra,car,GASOLINE,Nissan,2018
4095,62,Sentra,car,GASOLINE,Nissan,2018
4096,72,Versa,car,GASOLINE,Nissan,2018
4097,92,Accord,car,GASOLINE,Honda,2017
4098,98,Model 3,car,ELECTRIC,Tesla,2018
4099,24,Q5,suv,GASOLINE,Audi,2013
4100,74,Mustang,car,GASOLINE,Ford,2015
4101,14,Quest,minivan,GASOLINE,Nissan,2016
4102,70,Titan,truck,GASOLINE,Nissan,2017
4103,95,Rogue,suv,GASOLINE,Nissan,2015
4104,11,Wrangler,suv,GASOLINE,Jeep,2020
4105,50,Sorento,suv,GASOLINE,Kia,2019
4106,55,Mustang,car,GASOLINE,Ford,2012
4107,3,Highlander,suv,GASOLINE,Toyota,2018
4108,60,Camry,car,GASOLINE,Toyota,2016
4109,20,Patriot,suv,GASOLINE,Jeep,2016
4110,15,Slingshot,car,GASOLINE,Polaris,2016
4111,41,Cherokee,suv,GASOLINE,Jeep,2019
4112,79,Altima,car,GASOLINE,Nissan,2020
4113,25,Giulia,car,GASOLINE,Alfa Romeo,2017
4114,94,Model 3,car,ELECTRIC,Tesla,2018
4115,8,Model 3,car,ELECTRIC,Tesla,2019
4116,62,Rogue,suv,GASOLINE,Nissan,2017
4117,5,Q7,suv,DIESEL,Audi,2015
4118,43,Model Y,suv,ELECTRIC,Tesla,2020
4119,95,Model 3,car,ELECTRIC,Tesla,2019
4120,73,NX 300,suv,GASOLINE,Lexus,2018
4121,81,Corvette,car,GASOLINE,Chevrolet,2017
4122,39,Mustang,car,GASOLINE,Ford,2017
4123,29,86,car,GASOLINE,Toyota,2017
4124,5,Lancer,car,GASOLINE,Mitsubishi,2016
4125,87,S90,car,HYBRID,Volvo,2018
4126,98,C-Class,car,GASOLINE,Mercedes-Benz,2018
4127,48,Mustang,car,GASOLINE,Ford,2018
4128,9,Jetta,car,GASOLINE,Volkswagen,2015
4129,11,Altima,car,GASOLINE,Nissan,2013
4130,31,Camaro,car,GASOLINE,Chevrolet,2018
4131,1,Ioniq Hybrid,car,HYBRID,Hyundai,2019
4132,69,Model 3,car,ELECTRIC,Tesla,2018
4133,65,Frontier,truck,GASOLINE,Nissan,2015
4134,94,Charger,car,GASOLINE,Dodge,2018
4135,41,Q7,suv,GASOLINE,Audi,2013
4136,99,RAV4,suv,GASOLINE,Toyota,2015
4137,86,Model 3,car,ELECTRIC,Tesla,2018
4138,4,Sorento,suv,GASOLINE,Kia,2018
4139,58,CLA-Class,car,GASOLINE,Mercedes-Benz,2016
4140,33,CR-V,suv,GASOLINE,Honda,2015
4141,32,GL-Class,suv,GASOLINE,Mercedes-Benz,2016
4142,39,Altima,car,GASOLINE,Nissan,2015
4143,67,Prius,car,HYBRID,Toyota,2014
4144,5,Outback,suv,GASOLINE,Subaru,2014
4145,27,TLX,car,GASOLINE,Acura,2019
4146,56,Camry,car,GASOLINE,Toyota,2015
4147,32,Model 3,car,ELECTRIC,Tesla,2019
4148,33,Impreza,car,GASOLINE,Subaru,2019
4149,26,Model Y,suv,ELECTRIC,Tesla,2020
4150,72,Macan,suv,GASOLINE,Porsche,2018
4151,7,Ghibli,car,GASOLINE,Maserati,2016
4152,31,Model X,suv,ELECTRIC,Tesla,2016
4153,6,Range Rover,suv,GASOLINE,Land Rover,2012
4154,9,Civic,car,GASOLINE,Honda,2012
4155,27,Wrangler,suv,GASOLINE,Jeep,2012
4156,28,Macan,suv,GASOLINE,Porsche,2018
4157,41,Model Y,suv,ELECTRIC,Tesla,2020
4158,38,Prius,car,HYBRID,Toyota,2013
4159,1,Gladiator,truck,GASOLINE,Jeep,2020
4160,45,Macan,suv,GASOLINE,Porsche,2019
4161,76,Prius,car,HYBRID,Toyota,2014
4162,20,Camry,car,GASOLINE,Toyota,2012
4163,83,Cooper,car,GASOLINE,MINI,2013
4164,8,Tundra,truck,GASOLINE,Toyota,2020
4165,59,Discovery,suv,GASOLINE,Land Rover,2017
4166,62,Range Rover Sport,suv,GASOLINE,Land Rover,2018
4167,36,F-150,truck,GASOLINE,Ford,2018
4168,89,Prius,car,HYBRID,Toyota,2012
4169,32,Explorer,suv,GASOLINE,Ford,2019
4170,51,FJ Cruiser,suv,GASOLINE,Toyota,2008
4171,27,Cooper Countryman,car,GASOLINE,MINI,2015
4172,69,Wrangler Unlimited,suv,GASOLINE,Jeep,2019
4173,27,4C,car,GASOLINE,Alfa Romeo,2016
4174,3,Prius c,car,HYBRID,Toyota,2015
4175,15,5 Series,car,GASOLINE,BMW,2011
4176,29,ATS,car,GASOLINE,Cadillac,2013
4177,59,Altima,car,GASOLINE,Nissan,2012
4178,61,Stelvio,suv,GASOLINE,Alfa-romeo,2020
4179,3,Sentra,car,GASOLINE,Nissan,2013
4180,72,Kizashi,car,GASOLINE,Suzuki,2013
4181,50,C-Class,car,GASOLINE,Mercedes-Benz,2015
4182,79,Ridgeline,truck,GASOLINE,Honda,2011
4183,34,G-Class,suv,GASOLINE,Mercedes-Benz,2009
4184,88,Outback,suv,GASOLINE,Subaru,2019
4185,5,Corolla Hybrid,car,HYBRID,Toyota,2020
4186,4,Caravan,minivan,GASOLINE,Dodge,2007
4187,54,Soul,car,GASOLINE,Kia,2016
4188,20,Sienna,minivan,GASOLINE,Toyota,2018
4189,18,Versa,car,GASOLINE,Nissan,2012
4190,34,Altima,car,GASOLINE,Nissan,2017
4191,83,Impreza,car,GASOLINE,Subaru,2019
4192,93,Civic,car,GASOLINE,Honda,2008
4193,1,Odyssey,minivan,GASOLINE,Honda,2013
4194,90,Aveo,car,GASOLINE,Chevrolet,2010
4195,4,6,car,GASOLINE,Mazda,2006
4196,33,Cayenne,suv,GASOLINE,Porsche,2014
4197,30,CT 200h,car,HYBRID,Lexus,2014
4198,66,RAV4 Hybrid,suv,HYBRID,Toyota,2018
4199,15,Mustang,car,GASOLINE,Ford,2018
4200,7,Range Rover Sport,suv,GASOLINE,Land Rover,2011
4201,48,Wrangler,suv,GASOLINE,Jeep,2018
4202,5,Ghibli,car,GASOLINE,Maserati,2014
4203,4,Silverado 2500HD,truck,DIESEL,Chevrolet,2009
4204,61,Prius,car,HYBRID,Toyota,2015
4205,38,Prius,car,HYBRID,Toyota,2013
4206,14,F-150,truck,GASOLINE,Ford,2008
4207,61,Corolla,car,GASOLINE,Toyota,2010
4208,14,Edge,suv,GASOLINE,Ford,2019
4209,17,C-Class,car,GASOLINE,Mercedes-Benz,2012
4210,80,Fit,car,GASOLINE,Honda,2011
4211,27,Tahoe,suv,GASOLINE,Chevrolet,2018
4212,2,Touareg,suv,GASOLINE,Volkswagen,2014
4213,74,Grand Caravan,minivan,GASOLINE,Dodge,2018
4214,3,Boxster,car,GASOLINE,Porsche,2010
4215,2,3,car,GASOLINE,Mazda,2016
4216,68,fortwo,car,ELECTRIC,smart,2018
4217,10,6 Series,car,GASOLINE,BMW,2015
4218,62,5 Series,car,GASOLINE,BMW,2016
4219,27,Jetta,car,GASOLINE,Volkswagen,2016
4220,70,Silverado 1500 Hybrid,truck,HYBRID,Chevrolet,2012
4221,5,I8,car,HYBRID,BMW,2019
4222,52,Model S,car,ELECTRIC,Tesla,2013
4223,30,Range Rover Velar,suv,GASOLINE,Land Rover,2018
4224,10,Traverse,suv,GASOLINE,Chevrolet,2012
4225,71,Civic Sedan,car,GASOLINE,Honda,2019
4226,97,Wrangler Unlimited,suv,GASOLINE,Jeep,2019
4227,47,Model 3,car,ELECTRIC,Tesla,2019
4228,58,Slingshot,car,GASOLINE,Polaris,2016
4229,64,Q3,suv,GASOLINE,Audi,2018
4230,23,Jetta,car,GASOLINE,Volkswagen,2014
4231,11,GLC-Class,suv,GASOLINE,Mercedes-Benz,2017
4232,28,X5,suv,GASOLINE,BMW,2017
4233,25,Jetta,car,GASOLINE,Volkswagen,2012
4234,28,Elantra,car,GASOLINE,Hyundai,2013
4235,58,Atlas,suv,GASOLINE,Volkswagen,2019
